show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,language,imdb_score,rotten_tomatoes_score,date_added,budget_millions,views_millions,revenue_millions,user_rating,number_of_reviews,episodes,average_episode_duration,production_house,age_certification,awards_won,awards_nominated,is_netflix_original,popularity_score,trending_rank,content_warning,subtitle_languages,audio_languages,hdr_available,uhd_available,mobile_downloads,offline_viewing
s125,Movie,The Last Mank,Director 3590,"Actor 6222, Actor 5876, Actor 473",Philippines,2007,TV-14,145 min,"Historical Dramas, Political Dramas",Italian,10.0,28.5,2022-05-19,79.5,631.1,77.7,4.6,29625,,,Production Co. 909,TV-14,26,56,True,124.5,336.0,,56,22,True,False,True,False
s126,TV Show,Return of Bridgerton Forever,Director 4574,"Actor 895, Actor 191, Actor 2572, Actor 8284, Actor 7689, Actor 8124, Actor 2710, Actor 1227, Actor 8056, Actor 5254, Actor 3947, Actor 5422, Actor 4558, Actor 825, Actor 8306",South Africa,1991,UR,6 Seasons,"TV Dramas, TV Horror",Portuguese,6.2,46.5,2017-08-31,9.5,290.4,179.4,2.7,61623,6.0,44 min,Production Co. 455,UR,36,57,True,40.7,,Language,32,24,True,True,False,False
s127,Limited Series,Legend of Ozark Chronicles: The Reckoning,Director 2496,"Actor 8329, Actor 9214, Actor 3390, Actor 7475, Actor 5585, Actor 5954, Actor 890, Actor 3653, Actor 7446, Actor 5440, Actor 9178, Actor 9830, Actor 7752, Actor 5953, Actor 7415",Thailand,2001,TV-MA,1 Season,Cult Movies,Thai,6.7,24.1,2022-10-10,135.2,1037.8,356.0,2.7,58149,4.0,36 min,Production Co. 364,TV-MA,40,40,False,127.9,,Adult Content,32,5,False,True,False,True
s128,Movie,The Last Spenser Confidential Forever,Director 3745,"Actor 3123, Actor 5537, Actor 1766, Actor 6791, Actor 762, Actor 9648, Actor 2019, Actor 7382, Actor 7494, Actor 9656, Actor 8261, Actor 2206, Actor 8173, Actor 72",Turkey,2022,NC-17,70 min,TV Sci-Fi & Fantasy,Danish,6.7,47.5,2018-06-02,100.9,477.6,351.7,5.0,126617,,,Production Co. 947,NC-17,32,32,True,54.7,,Disturbing Images,43,20,False,False,False,True
s129,TV Show,Return of Shadow and Bone: The Final Chapter,Director 1093,"Actor 6763, Actor 9872, Actor 8394",United Kingdom,1991,TV-Y7,3 Seasons,"Teen TV Shows, LGBTQ Movies, International Movies",Arabic,7.9,98.0,2021-01-28,30.6,356.1,236.9,2.8,54994,23.0,60 min,Production Co. 298,TV-Y7,22,22,True,92.0,356.0,,8,25,False,False,False,False
s130,Animated Series,Beef Animated 4: A New Beginning,Director 1191,Actor 928,China,1998,TV-G,1 Season,"Sci-Fi & Fantasy, Horror Movies",Norwegian,7.4,26.7,2020-04-09,75.3,1025.8,61.0,3.5,75154,25.0,31 min,Production Co. 150,TV-G,3,37,True,115.7,,,29,4,True,False,True,False
s131,TV Show,Return of Money Heist Returns,Director 441,Actor 4118,Philippines,2013,Unrated,3 Seasons,"TV Thrillers, Reality TV",Korean,7.1,96.9,2022-03-11,147.5,1059.5,417.9,3.7,96421,22.0,49 min,Production Co. 757,Unrated,38,38,True,95.3,91.0,Language,12,6,True,False,True,False
s132,Documentary,Legend of Won't You Be My Neighbor?: Origins,Director 2090,Actor 5416,Israel,2007,TV-PG,1 Season,"Faith & Spirituality, Children & Family, Teen TV Shows, Classic Movies",Arabic,5.4,100.0,2022-07-20,163.0,1434.5,865.8,1.9,78965,,,Production Co. 503,TV-PG,36,70,False,180.7,363.0,Drug Use,12,17,True,True,False,False
s133,Movie,Secrets of the The Platform: Reloaded,Director 2719,"Actor 5912, Actor 4810, Actor 3580, Actor 8692, Actor 7781, Actor 9197",Thailand,2012,NR,125 min,Documentaries,Arabic,4.8,84.3,2023-06-10,229.5,1422.0,301.0,3.3,90723,,,Production Co. 457,NR,15,78,True,76.6,,Self-Harm,25,30,True,False,False,False
s134,Documentary,Legend of Our Planet Returns,Director 4168,"Actor 7976, Actor 719, Actor 4857, Actor 3155, Actor 5249, Actor 8420, Actor 1350, Actor 1573",France,1993,TV-MA,1 Season,"Fantasy Series, Action & Adventure",Russian,7.0,23.2,2021-10-07,157.4,208.2,70.0,3.1,17183,,,Production Co. 216,TV-MA,40,40,False,53.7,,,45,29,False,True,True,True
s135,Documentary,Beyond the Explained: The Reckoning,Director 445,"Actor 4128, Actor 9144, Actor 1155",Sweden,1999,TV-G,2 Seasons,"Romantic Movies, TV Mysteries",Portuguese,7.2,61.1,2016-10-27,175.1,1683.5,790.2,4.0,101740,,,Production Co. 462,TV-G,40,51,False,167.9,200.0,Smoking,1,21,True,True,True,False
s136,TV Show,Secrets of the Black Mirror: The Final Chapter,Director 709,"Actor 7171, Actor 6250, Actor 6474, Actor 505, Actor 7766",South Africa,1993,TV-Y,4 Seasons,"Fantasy Series, Reality TV",Hebrew,6.1,30.5,2022-10-20,2.4,88.9,54.0,2.5,35771,16.0,65 min,Production Co. 817,TV-Y,34,37,True,67.9,455.0,,56,24,False,True,True,True
s137,Stand-up Comedy,The Last Dave Chappelle: Sticks & Stones Forever,Director 4486,"Actor 4993, Actor 3442",Ireland,2020,Unrated,179 min,"LGBTQ Movies, TV Mysteries, Medical Dramas",Indonesian,7.8,39.5,2022-01-09,6.4,401.1,270.1,3.8,37363,,,Production Co. 165,Unrated,11,28,False,49.1,93.0,,55,2,False,True,False,True
s138,Movie,The Last Army of the Dead 19,Director 2926,"Actor 3843, Actor 1640, Actor 4672",France,1988,PG-13,124 min,International Movies,Russian,4.5,100.0,2019-09-17,119.6,79.9,42.3,3.5,83325,,,Production Co. 498,PG-13,28,42,False,26.3,79.0,Self-Harm,52,11,False,True,True,False
s139,Movie,I Care a Lot Forever,Director 2945,"Actor 5433, Actor 7864, Actor 7584",Mexico,1991,PG-13,150 min,"TV Action & Adventure, Stand-Up Comedy, Political Dramas, Cult Movies",Indonesian,6.6,42.9,2019-02-07,222.1,348.6,54.0,3.8,46097,,,Production Co. 662,PG-13,38,38,False,98.1,,Smoking,13,9,True,True,True,True
s140,Movie,Blonde: A New Beginning,Director 2135,"Actor 8843, Actor 7735, Actor 2436, Actor 5994, Actor 6431, Actor 3659, Actor 9661, Actor 4768, Actor 2194",Japan,2014,Unrated,143 min,"Medical Dramas, Crime TV Shows, TV Horror, TV Comedies",French,6.6,51.3,2022-03-09,2.4,0.1,0.1,2.9,131660,,,Production Co. 11,Unrated,15,78,True,47.5,,Adult Content,12,19,True,False,False,True
s141,Movie,The Devil All the Time: The Reckoning,Director 3027,"Actor 702, Actor 3388, Actor 8486, Actor 5919",India,2020,TV-Y7-FV,108 min,"Historical Dramas, Docuseries, Children & Family, Teen TV Shows",Korean,4.9,48.8,2018-12-18,121.2,546.9,189.2,3.0,27079,,,Production Co. 721,TV-Y7-FV,33,35,False,59.4,292.0,,25,12,True,False,False,True
s142,Reality Show,Secrets of the Wednesday Reality Returns,Director 3950,"Actor 9900, Actor 109, Actor 8223, Actor 2277, Actor 7208, Actor 2714, Actor 3769, Actor 1264, Actor 8431, Actor 4601, Actor 3466, Actor 2462, Actor 3063, Actor 2579, Actor 5935",Brazil,2024,NR,1 Season,Reality TV,Arabic,5.6,52.5,2021-06-17,46.5,255.5,100.2,2.7,108708,14.0,61 min,Production Co. 117,NR,30,61,False,30.0,83.0,Disturbing Images,2,8,True,True,True,True
s143,Movie,The Last Lift: Origins,Director 1363,"Actor 2950, Actor 8465, Actor 6643, Actor 9820, Actor 9235",Sweden,1999,G,181 min,Sports Movies,Norwegian,8.5,61.6,2016-08-17,144.7,728.9,112.4,5.0,22498,,,Production Co. 222,G,28,77,False,46.6,,,27,20,True,True,False,True
s144,Movie,Return of The Gray Man: The Reckoning,Director 3099,"Actor 2167, Actor 1779, Actor 272, Actor 3316, Actor 8565, Actor 8264, Actor 6878",Denmark,1985,NC-17,152 min,"Cult Movies, Independent Movies",Spanish,6.6,100.0,2018-07-30,50.2,30.0,2.5,3.2,124766,,,Production Co. 924,NC-17,39,76,True,53.0,,,8,3,False,True,True,False
s145,Movie,Return of The Pale Blue Eye: A New Beginning,Director 4341,"Actor 3760, Actor 7900, Actor 6247, Actor 5743, Actor 9651, Actor 9440, Actor 1601",South Africa,2002,TV-G,87 min,"Dramas, Romantic Movies, Historical Dramas, Reality TV",Japanese,8.4,20.5,2023-10-28,141.7,258.9,87.6,4.4,21992,,,Production Co. 291,TV-G,38,69,False,84.2,3.0,,1,19,True,True,False,True
s146,Documentary,Return of Crip Camp: Origins,Director 4796,"Actor 4282, Actor 8784, Actor 6940, Actor 9252, Actor 5991",Japan,2002,TV-14,2 Seasons,"TV Horror, LGBTQ Movies, TV Mysteries",Arabic,8.8,29.0,2020-10-11,127.1,890.2,638.8,3.5,144750,,,Production Co. 803,TV-14,35,61,True,69.1,285.0,Nudity,37,12,False,True,True,True
s147,Movie,All Quiet on the Western Front: Origins,Director 1757,"Actor 6563, Actor 5545, Actor 9021, Actor 853, Actor 2634, Actor 6376, Actor 87, Actor 1493, Actor 2382",Belgium,1997,PG-13,185 min,"TV Sci-Fi & Fantasy, Crime TV Shows, Comedies, Romantic Movies",Swedish,4.9,33.7,2017-02-14,296.6,1115.4,195.8,4.0,58155,,,Production Co. 380,PG-13,5,77,True,144.5,,Disturbing Images,40,21,False,True,True,False
s148,Animated Series,The Last One Piece Animated: The Final Chapter,Director 276,"Actor 9823, Actor 8365, Actor 8452, Actor 3796, Actor 2777, Actor 591, Actor 5894, Actor 3920, Actor 5, Actor 2580, Actor 1423, Actor 4521, Actor 6545",Australia,1982,NR,2 Seasons,"TV Horror, International Movies, Legal Dramas",German,4.5,57.4,2018-03-08,4.4,134.0,96.0,4.1,4048,26.0,19 min,Production Co. 942,NR,5,70,False,54.8,,,23,12,False,True,True,False
s149,Animated Series,Legend of Wednesday Animated 6 Forever,Director 873,"Actor 1186, Actor 8244, Actor 4822, Actor 5571, Actor 1918, Actor 8410, Actor 4223, Actor 8814, Actor 9420",Denmark,1992,UR,1 Season,"TV Thrillers, TV Dramas, Historical Dramas",Finnish,3.7,77.9,2021-09-04,97.5,190.1,72.3,4.4,63792,14.0,64 min,Production Co. 470,UR,29,75,True,27.6,133.0,,51,8,True,False,False,False
s150,Movie,Legend of The Pale Blue Eye 9: Reloaded,Director 762,"Actor 5604, Actor 1246, Actor 9086, Actor 2925, Actor 7808, Actor 5143, Actor 5793",Italy,2000,UR,80 min,"Sci-Fi & Fantasy, Independent Movies",Norwegian,6.6,54.3,2019-03-22,121.9,522.9,183.7,5.0,49871,,,Production Co. 511,UR,12,30,True,129.5,,Drug Use,54,8,False,True,True,True
s151,TV Show,Beyond the Narcos,Director 55,"Actor 8872, Actor 693, Actor 7902, Actor 6082, Actor 5168, Actor 8067, Actor 9413, Actor 4502, Actor 8042, Actor 2997, Actor 8375, Actor 4592, Actor 6519",Philippines,2003,PG-13,7 Seasons,"Dramas, Classic Movies",Korean,5.7,67.1,2022-11-19,85.7,533.8,240.2,4.4,137838,17.0,45 min,Production Co. 963,PG-13,34,34,False,69.5,352.0,Sexual Content,8,23,False,False,True,True
s152,Documentary,Return of American Factory Returns,Director 2128,"Actor 8988, Actor 4307, Actor 3886",Germany,2007,G,2 Seasons,"Historical Dramas, Thrillers, TV Comedies",Vietnamese,5.6,58.5,2020-01-21,174.5,1833.3,507.5,5.0,48231,,,Production Co. 511,G,27,27,False,139.9,,,26,9,False,True,True,True
s153,TV Show,Beyond the Black Mirror: Reloaded,Director 3541,"Actor 6241, Actor 3213, Actor 2390, Actor 2451, Actor 7750, Actor 160, Actor 2894, Actor 6907, Actor 8186, Actor 2204, Actor 8471, Actor 8749, Actor 5173, Actor 7973",Netherlands,2002,TV-14,9 Seasons,"Romantic Movies, Classic Movies, TV Horror",Swedish,9.0,95.9,2022-03-24,161.0,930.1,378.9,4.3,25965,26.0,25 min,Production Co. 62,TV-14,13,32,False,123.9,,,22,9,False,False,False,False
s154,Movie,Return of Bird Box 20: Reloaded,Director 4718,"Actor 8822, Actor 2860, Actor 4664, Actor 5819, Actor 5327, Actor 8364, Actor 7988, Actor 7323, Actor 1285, Actor 6244, Actor 4695",Sweden,1996,G,206 min,"Faith & Spirituality, Horror Movies, Thrillers, TV Mysteries",Portuguese,4.5,100.0,2022-06-20,11.3,0.1,0.1,4.4,149871,,,Production Co. 415,G,4,10,True,24.7,161.0,Nudity,46,9,False,False,False,False
s155,TV Show,Return of One Piece 1: Origins,Director 2062,"Actor 1312, Actor 3451, Actor 2735, Actor 6506, Actor 1688, Actor 1566, Actor 1046, Actor 7753, Actor 8986, Actor 882, Actor 432, Actor 6505",Indonesia,2009,Unrated,3 Seasons,Cult Movies,Mandarin,5.5,71.8,2018-08-19,2.8,381.3,239.0,3.1,68820,23.0,24 min,Production Co. 87,Unrated,24,39,True,78.9,146.0,Adult Content,9,17,True,True,True,False
s156,Stand-up Comedy,Chris Rock: Tamborine: The Final Chapter,Director 3645,"Actor 8836, Actor 2901, Actor 9681",Russia,1981,TV-Y7-FV,68 min,"TV Sci-Fi & Fantasy, Legal Dramas, Fantasy Series, Stand-Up Comedy",Malay,4.8,90.7,2022-02-24,123.8,238.2,136.6,5.0,91028,,,Production Co. 494,TV-Y7-FV,34,34,True,20.9,188.0,Adult Content,20,1,True,True,False,False
s157,Stand-up Comedy,Legend of Ali Wong: Baby Cobra 16,Director 75,"Actor 7053, Actor 4800, Actor 9782, Actor 3789, Actor 119, Actor 8982, Actor 6122, Actor 3090, Actor 6746, Actor 9185, Actor 7162, Actor 6468, Actor 4095",Japan,1981,G,183 min,"TV Dramas, Reality TV",Malay,6.2,84.4,2019-05-12,13.3,173.9,129.9,3.0,68958,,,Production Co. 82,G,27,80,True,76.1,410.0,,45,22,False,False,False,False
s158,Movie,Spenser Confidential 5: The Final Chapter,Director 3731,"Actor 7419, Actor 4459, Actor 8061, Actor 3077, Actor 5254, Actor 318, Actor 2493, Actor 814, Actor 8765, Actor 363",United States,2018,G,217 min,"Cult Movies, Sports Movies",Italian,6.6,0.0,2017-03-28,125.6,573.0,280.4,4.0,70587,,,Production Co. 129,G,28,28,True,60.3,8.0,Self-Harm,27,10,False,False,False,True
s159,TV Show,The Last Virgin River: Origins,Director 2184,"Actor 6430, Actor 1170, Actor 8900, Actor 7703, Actor 2976, Actor 3149, Actor 4098, Actor 6252, Actor 207, Actor 1999, Actor 4079, Actor 6305, Actor 7258",Norway,1993,TV-MA,4 Seasons,"Children & Family, International Movies",Thai,4.5,28.6,2016-08-17,101.5,313.8,223.3,3.4,120825,7.0,48 min,Production Co. 682,TV-MA,13,60,False,72.9,160.0,Adult Content,41,24,True,True,False,False
s160,Movie,Chronicles of Don't Look Up: A New Beginning,Director 1785,"Actor 3867, Actor 7114",Indonesia,1994,UR,152 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Russian,5.9,41.6,2023-06-23,293.8,98.2,31.4,3.4,31385,,,Production Co. 406,UR,15,15,True,79.0,354.0,,10,12,True,True,True,False
s161,Movie,Beyond the The Platform: A New Beginning,Director 2913,"Actor 2522, Actor 8788, Actor 1760, Actor 2062, Actor 7993, Actor 3813, Actor 5190, Actor 9149, Actor 5691, Actor 7188, Actor 3162",Norway,2015,UR,200 min,TV Dramas,Danish,3.1,80.7,2016-09-01,327.7,1223.6,835.9,3.9,93911,,,Production Co. 742,UR,8,32,True,110.0,225.0,Smoking,45,16,True,True,False,False
s162,Movie,Secrets of the The Mother: Origins,Director 4352,"Actor 7363, Actor 4845, Actor 4315",Mexico,2022,NC-17,83 min,"Docuseries, Action & Adventure, Medical Dramas",English,4.6,71.4,2016-10-09,37.3,400.9,170.5,3.7,99383,,,Production Co. 752,NC-17,11,11,False,49.7,,,5,22,False,True,False,True
s163,Movie,Secrets of the Red Notice Returns,Director 789,"Actor 1093, Actor 718, Actor 2127, Actor 2927, Actor 513, Actor 3311, Actor 1754, Actor 7953, Actor 3140",Spain,1993,TV-MA,183 min,Children & Family,Italian,6.0,71.0,2017-03-28,193.4,670.5,359.3,4.6,149707,,,Production Co. 658,TV-MA,24,62,False,120.3,114.0,Language,1,30,True,False,True,False
s164,Movie,Secrets of the The Irishman Forever,Director 478,"Actor 4356, Actor 8668, Actor 667, Actor 1154, Actor 4980, Actor 1277, Actor 3538, Actor 8512, Actor 1592, Actor 1659, Actor 3785, Actor 8711, Actor 6314, Actor 3105",South Africa,1988,TV-Y7-FV,95 min,"Legal Dramas, Music & Musicals",Hindi,4.9,50.8,2020-02-20,225.9,789.7,257.3,4.5,149449,,,Production Co. 641,TV-Y7-FV,11,71,False,32.0,,,23,22,False,False,True,True
s165,TV Show,Legend of Elite Returns,Director 1296,"Actor 9830, Actor 7259, Actor 5773, Actor 5164, Actor 9013, Actor 5320, Actor 6091, Actor 6756, Actor 7055",Netherlands,2023,NC-17,5 Seasons,"Music & Musicals, Fantasy Series, LGBTQ Movies",Dutch,6.8,85.6,2023-05-17,5.8,208.1,147.4,2.7,98340,21.0,74 min,Production Co. 763,NC-17,16,46,False,42.1,204.0,Violence,19,20,True,True,False,True
s166,Documentary,Chronicles of RBG Returns,Director 2261,"Actor 9072, Actor 8377, Actor 9115, Actor 9350, Actor 9366, Actor 2535, Actor 1545, Actor 619, Actor 7543, Actor 5828, Actor 2558, Actor 2268, Actor 4342, Actor 6015, Actor 9539",Poland,2007,UR,2 Seasons,"Reality TV, Romantic Movies",Russian,5.1,26.2,2016-03-29,69.0,326.6,197.3,2.3,78742,,,Production Co. 95,UR,36,51,True,54.2,,,31,6,False,True,False,True
s167,TV Show,The Last The Diplomat Returns,Director 3558,"Actor 1975, Actor 3715, Actor 9869, Actor 188, Actor 6267, Actor 887, Actor 4994",Australia,1995,NC-17,7 Seasons,Teen TV Shows,German,7.1,46.8,2019-11-26,98.5,1134.3,821.9,3.3,141559,22.0,24 min,Production Co. 335,NC-17,32,32,True,167.0,375.0,Sexual Content,49,20,True,True,False,False
s168,TV Show,Chronicles of Wednesday 3,Director 404,"Actor 6541, Actor 4302, Actor 1394, Actor 6530, Actor 8222, Actor 7119, Actor 2137, Actor 2210, Actor 7880",Netherlands,1992,TV-MA,10 Seasons,"Political Dramas, TV Horror",Malay,6.8,100.0,2022-05-29,43.2,493.8,100.6,4.2,149790,10.0,50 min,Production Co. 631,TV-MA,33,33,True,93.6,398.0,,60,19,True,True,False,False
s169,Limited Series,Secrets of the Outer Banks Chronicles 12: A New Beginning,Director 1387,"Actor 7246, Actor 2390, Actor 7217, Actor 736, Actor 3826, Actor 3272",Canada,2004,TV-14,1 Season,"Faith & Spirituality, Crime TV Shows, Documentaries",Turkish,7.1,77.9,2019-06-02,114.5,684.4,183.3,3.5,14316,11.0,75 min,Production Co. 636,TV-14,9,36,True,115.5,412.0,Sexual Content,31,1,False,True,True,True
s170,TV Show,Legend of The Queen's Gambit: Origins,Director 151,"Actor 9552, Actor 8632, Actor 713, Actor 4186, Actor 2791, Actor 985, Actor 4654",Sweden,2005,PG,4 Seasons,"Sci-Fi & Fantasy, Classic Movies",Korean,5.0,100.0,2023-10-18,24.3,614.2,65.8,3.8,121906,24.0,75 min,Production Co. 9,PG,4,49,False,68.9,468.0,,7,1,False,False,True,False
s171,Movie,Beyond the Lift 11,Director 4355,"Actor 3055, Actor 3259",Italy,1989,NR,65 min,"Anime, Children & Family, Music & Musicals, Legal Dramas",French,3.9,48.0,2022-09-11,18.0,176.9,136.3,4.5,79954,,,Production Co. 342,NR,31,50,True,49.9,351.0,,20,8,False,True,False,False
s172,Animated Series,Legend of The Crown Animated: Reloaded,Director 2800,"Actor 6437, Actor 2249, Actor 1439, Actor 6263, Actor 8532, Actor 3727, Actor 6838, Actor 3939, Actor 9387, Actor 2503, Actor 6988, Actor 5119, Actor 9919, Actor 5396, Actor 7360",Israel,2005,TV-G,1 Season,"LGBTQ Movies, Dramas",Norwegian,8.0,75.0,2017-09-13,31.9,88.3,27.9,4.7,141932,25.0,66 min,Production Co. 208,TV-G,8,39,True,55.3,466.0,Adult Content,42,30,True,False,True,True
s173,Animated Series,Secrets of the Elite Animated: Origins,Director 2611,"Actor 6784, Actor 6738, Actor 4971, Actor 7259, Actor 4486, Actor 2490, Actor 3080, Actor 1750, Actor 2156, Actor 3027, Actor 430, Actor 4373, Actor 9923, Actor 9291, Actor 3784",Egypt,2013,TV-Y7-FV,2 Seasons,"Reality TV, Anime",Turkish,9.7,100.0,2016-04-30,44.7,553.1,234.6,4.2,94198,6.0,59 min,Production Co. 799,TV-Y7-FV,30,30,False,23.8,,,25,16,False,True,True,True
s174,Movie,The Last The Devil All the Time: A New Beginning,Director 3384,"Actor 3324, Actor 3352, Actor 1084, Actor 2902",Canada,2007,UR,163 min,"Political Dramas, Teen TV Shows, Docuseries, Music & Musicals",Swedish,7.3,37.7,2019-01-10,33.8,203.0,54.1,4.2,112101,,,Production Co. 415,UR,2,77,False,92.1,,,37,20,True,True,False,False
s175,Animated Series,Chronicles of Ozark Animated Forever,Director 4569,"Actor 8457, Actor 808, Actor 3111, Actor 4771, Actor 7202, Actor 6522, Actor 4990",Indonesia,2011,NR,1 Season,"Docuseries, Horror Movies, TV Sci-Fi & Fantasy",Hindi,5.2,94.9,2016-06-09,6.1,173.5,62.8,1.5,77200,23.0,73 min,Production Co. 56,NR,33,33,False,72.2,,,33,4,True,True,False,False
s176,Limited Series,Return of Emily in Paris Chronicles 15: Reloaded,Director 739,"Actor 5310, Actor 2687, Actor 2025, Actor 1495, Actor 1871",Thailand,1999,TV-Y7,1 Season,"TV Comedies, Crime TV Shows, Legal Dramas, TV Dramas",Dutch,5.8,100.0,2021-02-05,171.1,1233.6,323.0,3.9,134150,23.0,75 min,Production Co. 164,TV-Y7,24,70,False,116.0,88.0,,56,22,True,True,True,True
s177,Reality Show,Return of Money Heist Reality,Director 1481,"Actor 2156, Actor 3324",Germany,2019,NC-17,2 Seasons,Romantic Movies,Thai,3.9,21.3,2019-03-28,46.1,364.0,98.8,5.0,3220,18.0,46 min,Production Co. 876,NC-17,31,69,True,60.4,253.0,,43,16,False,False,False,True
s178,Movie,Chronicles of The Midnight Sky: The Final Chapter,Director 4568,"Actor 3402, Actor 802, Actor 3029, Actor 2430, Actor 903, Actor 5719, Actor 602, Actor 2382, Actor 532, Actor 9472, Actor 9885, Actor 4890, Actor 5425, Actor 1437",Japan,2006,UR,83 min,Cult Movies,German,8.4,55.3,2022-12-13,180.7,517.5,238.1,4.6,109322,,,Production Co. 183,UR,10,36,True,103.2,,Self-Harm,60,2,True,False,False,False
s179,Movie,Interceptor 14: The Reckoning,Director 3857,"Actor 2000, Actor 4497, Actor 5394",Germany,1985,TV-G,194 min,"Legal Dramas, LGBTQ Movies, Classic Movies, Cult Movies",Dutch,8.3,29.7,2019-04-14,18.6,156.2,96.8,5.0,149800,,,Production Co. 748,TV-G,40,67,True,101.4,353.0,,46,10,False,False,False,False
s180,Documentary,Legend of The Social Dilemma,Director 1474,"Actor 9985, Actor 3813, Actor 4760, Actor 3172, Actor 26, Actor 1937, Actor 393, Actor 7617, Actor 1933, Actor 3397, Actor 6794, Actor 6784, Actor 746, Actor 5469, Actor 5729",Turkey,2006,Unrated,2 Seasons,"Action & Adventure, International Movies",Tagalog,4.0,100.0,2021-07-10,137.3,730.0,47.8,3.2,73846,,,Production Co. 261,Unrated,4,39,False,55.9,166.0,Language,44,11,False,False,True,True
s181,Movie,Secrets of the Spenser Confidential,Director 292,"Actor 2225, Actor 7889, Actor 2546, Actor 7547, Actor 8798, Actor 5491, Actor 7578, Actor 6783, Actor 918, Actor 8538, Actor 4905",Canada,2011,TV-Y,76 min,"Fantasy Series, Anime, LGBTQ Movies",Tagalog,3.6,0.0,2021-04-27,250.2,1179.8,884.5,4.0,86978,,,Production Co. 819,TV-Y,22,22,True,143.0,16.0,Disturbing Images,41,18,True,False,True,True
s182,TV Show,Beyond the Lupin: A New Beginning,Director 3391,"Actor 8144, Actor 3894",United States,1985,UR,10 Seasons,"TV Thrillers, Stand-Up Comedy, LGBTQ Movies",Malay,7.7,72.3,2019-01-17,49.5,551.6,328.4,4.7,137671,13.0,26 min,Production Co. 115,UR,23,23,True,122.0,,Violence,52,16,True,True,False,False
s183,Movie,Secrets of the The Pale Blue Eye: Origins,Director 4229,"Actor 2175, Actor 3362, Actor 599, Actor 7527, Actor 6351, Actor 8559, Actor 1898, Actor 68, Actor 5096, Actor 722, Actor 9737",Philippines,1982,UR,91 min,Thrillers,German,7.9,90.1,2017-02-06,6.1,111.4,13.7,4.2,122408,,,Production Co. 911,UR,2,13,False,62.2,389.0,Drug Use,21,7,True,False,False,False
s184,TV Show,Beyond the One Piece 5: Origins,Director 938,Actor 9169,Sweden,2012,TV-Y7-FV,5 Seasons,LGBTQ Movies,Danish,9.8,32.1,2019-01-25,155.3,714.4,499.3,3.5,142240,15.0,50 min,Production Co. 327,TV-Y7-FV,17,18,False,69.4,88.0,,58,11,False,True,True,True
s185,Movie,Beyond the Rebel Moon 13: A New Beginning,Director 3494,"Actor 2933, Actor 9767, Actor 9712, Actor 7305, Actor 5827, Actor 5120, Actor 5445",Turkey,2001,TV-G,131 min,"Fantasy Series, Crime TV Shows",Korean,7.7,49.7,2016-12-18,200.3,1058.7,488.7,4.0,122099,,,Production Co. 582,TV-G,8,11,False,80.4,159.0,,50,15,False,True,True,True
s186,Movie,Secrets of the Army of the Dead Returns,Director 3714,"Actor 496, Actor 1071, Actor 7788, Actor 1850, Actor 5759, Actor 7843, Actor 7557, Actor 2799",South Korea,1996,G,116 min,"TV Action & Adventure, Dramas, Medical Dramas",Korean,7.0,45.7,2019-08-23,86.9,323.1,65.9,4.1,27003,,,Production Co. 416,G,6,41,True,99.3,,Disturbing Images,38,14,True,True,True,False
s187,Documentary,The Last Seaspiracy Forever,Director 4647,"Actor 5607, Actor 8922, Actor 3870, Actor 2836, Actor 1277, Actor 9408, Actor 7973, Actor 1874, Actor 9703, Actor 9767, Actor 7585, Actor 5331, Actor 9095",Netherlands,1986,TV-Y7,1 Season,TV Thrillers,Thai,9.2,22.8,2020-11-18,18.4,185.1,144.0,3.9,46202,,,Production Co. 316,TV-Y7,25,25,True,58.9,306.0,Disturbing Images,21,16,True,True,True,True
s188,TV Show,Stranger Things 5,Director 2388,"Actor 9469, Actor 7327, Actor 3206, Actor 3370, Actor 5188, Actor 4911, Actor 9344",Thailand,2005,TV-G,11 Seasons,"TV Sci-Fi & Fantasy, TV Action & Adventure, Crime TV Shows",Russian,5.1,100.0,2021-12-16,109.1,812.3,128.3,4.4,2148,23.0,47 min,Production Co. 414,TV-G,8,37,True,73.0,282.0,Violence,46,18,False,True,False,True
s189,Reality Show,Return of Bridgerton Reality Forever,Director 2607,"Actor 6272, Actor 6653, Actor 6252, Actor 7131, Actor 8932, Actor 3461, Actor 2842, Actor 7781, Actor 2279, Actor 3084, Actor 9101, Actor 6302",Denmark,1999,TV-G,2 Seasons,"TV Mysteries, Faith & Spirituality, Sports Movies",Indonesian,9.5,82.7,2023-01-04,116.8,652.3,378.3,2.4,32931,8.0,15 min,Production Co. 74,TV-G,1,18,False,94.7,500.0,Language,9,21,False,False,False,True
s190,Movie,Legend of The Mother,Director 2911,"Actor 3045, Actor 6960, Actor 9906, Actor 122",Ireland,1981,R,142 min,"Music & Musicals, Medical Dramas, Sci-Fi & Fantasy, TV Mysteries",English,6.1,61.2,2020-04-24,205.9,1038.8,249.1,3.5,143194,,,Production Co. 591,R,23,23,True,128.4,361.0,,31,23,True,True,False,False
